student_id,city,age,gender,platform_usage_months,subscription_plan,monthly_logins,avg_study_session_minutes,monthly_study_minutes,engagement_level,subscription_renewed
STUDENT-001531,,21.0,Female,40.0,Monthly,5.0,59.0,338.0,Moderate,1
STUDENT-001532,Stip,32.0,Male,39.0,Quarterly,11.0,68.0,785.0,Moderate,1
STUDENT-001533,Bitola,28.0,Female,,Monthly,13.0,70.0,982.0,Moderate,1
STUDENT-001534,Veles,26.0,Female,14.0,Monthly,6.0,40.0,282.0,High,0
STUDENT-001535,Skopje,31.0,Male,37.0,Monthly,12.0,46.0,539.0,Moderate,1
STUDENT-001536,Bitola,27.0,Female,29.0,Annually,6.0,69.0,312.0,Moderate,1
STUDENT-001537,Skopje,32.0,Male,23.0,Monthly,3.0,54.0,173.0,Moderate,1
STUDENT-001538,Kumanovo,30.0,Male,16.0,Annually,,39.0,,,0
STUDENT-001539,Tetovo,,Female,23.0,Quarterly,8.0,58.0,,Moderate,1
STUDENT-001540,Prilep,27.0,Male,19.0,Quarterly,7.0,58.0,225.0,Moderate,1
STUDENT-001541,Bitola,30.0,Female,12.0,Monthly,4.0,62.0,288.0,High,1
STUDENT-001542,,23.0,Male,21.0,Quarterly,4.0,,213.0,Moderate,0
STUDENT-001543,Tetovo,,Female,23.0,Monthly,4.0,66.0,305.0,Moderate,0
STUDENT-001544,Bitola,35.0,Male,15.0,Quarterly,6.0,48.0,390.0,Moderate,0
STUDENT-001545,Tetovo,,Female,30.0,Monthly,,53.0,355.0,Moderate,1
STUDENT-001546,Kumanovo,29.0,Female,35.0,Monthly,5.0,73.0,,Moderate,0
STUDENT-001547,Veles,25.0,Female,31.0,Quarterly,,,,High,1
STUDENT-001548,Prilep,21.0,Female,16.0,Monthly,9.0,54.0,517.0,Moderate,1
STUDENT-001549,Skopje,25.0,Female,29.0,Monthly,6.0,37.0,228.0,,1
STUDENT-001550,Ohrid,33.0,Female,20.0,Annually,2.0,59.0,86.0,Moderate,0
STUDENT-001551,Veles,28.0,Female,,Monthly,9.0,,530.0,Moderate,1
STUDENT-001552,Tetovo,18.0,Female,28.0,Monthly,7.0,30.0,305.0,Moderate,1
STUDENT-001553,Tetovo,23.0,Female,21.0,Monthly,,,284.0,Moderate,1
STUDENT-001554,Prilep,35.0,Female,51.0,Monthly,9.0,38.0,391.0,Moderate,1
STUDENT-001555,,23.0,Male,,Quarterly,6.0,71.0,,Moderate,1
STUDENT-001556,Stip,18.0,,28.0,Monthly,4.0,31.0,182.0,,0
STUDENT-001557,Veles,,Female,22.0,Quarterly,8.0,,410.0,Moderate,1
STUDENT-001558,Stip,29.0,Male,21.0,Quarterly,6.0,70.0,424.0,High,0
STUDENT-001559,Veles,24.0,Male,7.0,Monthly,7.0,,,Moderate,1
STUDENT-001560,Ohrid,22.0,Female,1.0,Annually,5.0,53.0,,Moderate,1
STUDENT-001561,Ohrid,31.0,Male,9.0,Annually,5.0,65.0,485.0,,1
STUDENT-001562,Bitola,21.0,Male,19.0,Monthly,4.0,75.0,324.0,High,0
STUDENT-001563,Stip,31.0,Male,1.0,Monthly,6.0,58.0,,High,0
STUDENT-001564,Tetovo,28.0,Male,13.0,Monthly,4.0,30.0,,,1
STUDENT-001565,Prilep,26.0,Female,17.0,Monthly,4.0,77.0,253.0,Moderate,0
STUDENT-001566,Stip,25.0,Female,17.0,Quarterly,,66.0,283.0,High,0
STUDENT-001567,Tetovo,23.0,Female,12.0,Quarterly,8.0,59.0,297.0,High,0
STUDENT-001568,Stip,31.0,Female,15.0,Monthly,5.0,30.0,,Moderate,0
STUDENT-001569,Stip,19.0,Female,40.0,Monthly,3.0,,208.0,Moderate,1
STUDENT-001570,Skopje,18.0,Male,27.0,Monthly,4.0,46.0,,Very High,1
STUDENT-001571,Ohrid,28.0,Female,13.0,Annually,6.0,,230.0,Moderate,1
STUDENT-001572,,28.0,,19.0,Annually,7.0,57.0,301.0,High,1
STUDENT-001573,Veles,27.0,Male,19.0,Monthly,8.0,51.0,471.0,High,1
STUDENT-001574,Bitola,27.0,Female,10.0,Quarterly,2.0,52.0,134.0,High,0
STUDENT-001575,,23.0,Female,10.0,Quarterly,6.0,71.0,425.0,Moderate,1
STUDENT-001576,Tetovo,29.0,Male,32.0,Monthly,4.0,63.0,119.0,High,0
STUDENT-001577,Veles,24.0,Female,14.0,Quarterly,6.0,,282.0,Moderate,0
STUDENT-001578,,22.0,Male,6.0,Annually,,50.0,476.0,Moderate,1
STUDENT-001579,Tetovo,23.0,Male,,Monthly,6.0,53.0,,Moderate,1
STUDENT-001580,Ohrid,37.0,Male,21.0,Monthly,3.0,56.0,179.0,Moderate,1
STUDENT-001581,Bitola,18.0,Male,1.0,Monthly,10.0,68.0,721.0,,1
STUDENT-001582,,27.0,Female,19.0,Monthly,7.0,44.0,317.0,,1
STUDENT-001583,Prilep,18.0,Male,30.0,Monthly,,81.0,686.0,Moderate,1
STUDENT-001584,Kumanovo,24.0,Female,25.0,Quarterly,10.0,68.0,629.0,Moderate,1
STUDENT-001585,Ohrid,22.0,,46.0,Annually,,,,Very High,1
STUDENT-001586,Veles,18.0,Female,35.0,Quarterly,,61.0,,Moderate,1
STUDENT-001587,Skopje,27.0,Female,37.0,Monthly,6.0,75.0,490.0,Moderate,1
STUDENT-001588,,22.0,,53.0,Monthly,7.0,,486.0,Moderate,1
STUDENT-001589,Skopje,18.0,,29.0,Monthly,4.0,53.0,219.0,Moderate,1
STUDENT-001590,Kumanovo,30.0,Female,21.0,Quarterly,5.0,,,High,1
STUDENT-001591,Ohrid,33.0,Female,31.0,Annually,6.0,62.0,384.0,Moderate,1
STUDENT-001592,Prilep,33.0,Male,13.0,Annually,6.0,71.0,,Moderate,1
STUDENT-001593,Skopje,27.0,Male,21.0,Monthly,3.0,,140.0,Moderate,0
STUDENT-001594,Kumanovo,25.0,Male,12.0,Monthly,4.0,50.0,356.0,,1
STUDENT-001595,Bitola,32.0,Male,24.0,Annually,4.0,84.0,280.0,High,0
STUDENT-001596,Kumanovo,35.0,Male,12.0,Monthly,7.0,,,Moderate,1
STUDENT-001597,Kumanovo,31.0,Male,11.0,Monthly,3.0,82.0,170.0,Moderate,1
STUDENT-001598,Veles,19.0,Male,24.0,Annually,9.0,,959.0,Moderate,1
STUDENT-001599,Kumanovo,26.0,Female,18.0,Quarterly,,52.0,,Moderate,0
STUDENT-001600,Ohrid,27.0,Male,1.0,Monthly,8.0,42.0,354.0,Moderate,1
STUDENT-001601,Kumanovo,18.0,Male,2.0,Monthly,10.0,56.0,618.0,Moderate,1
STUDENT-001602,Veles,27.0,Female,6.0,Monthly,4.0,76.0,305.0,High,1
STUDENT-001603,,38.0,Male,9.0,Annually,,78.0,,,1
STUDENT-001604,,28.0,Male,24.0,Quarterly,8.0,94.0,,,1
STUDENT-001605,Stip,33.0,Male,22.0,Monthly,4.0,59.0,113.0,Moderate,0
STUDENT-001606,Bitola,26.0,Male,32.0,Monthly,5.0,67.0,,Moderate,1
STUDENT-001607,,24.0,Male,29.0,Monthly,5.0,49.0,,Moderate,0
STUDENT-001608,Bitola,27.0,Male,32.0,Monthly,4.0,,91.0,Moderate,1
STUDENT-001609,Bitola,20.0,Male,27.0,Monthly,8.0,59.0,,Moderate,1
STUDENT-001610,Veles,19.0,Female,22.0,Quarterly,6.0,42.0,276.0,High,0
STUDENT-001611,Bitola,,Female,33.0,Monthly,8.0,,,Moderate,1
STUDENT-001612,Kumanovo,33.0,Male,31.0,Monthly,5.0,,,High,1
STUDENT-001613,Kumanovo,19.0,Male,,Quarterly,7.0,48.0,,Moderate,1
STUDENT-001614,Skopje,30.0,,,Monthly,7.0,,571.0,Moderate,1
STUDENT-001615,Bitola,24.0,Female,1.0,Monthly,10.0,,734.0,Moderate,1
STUDENT-001616,Veles,27.0,Female,16.0,Monthly,9.0,59.0,,Moderate,1
STUDENT-001617,Tetovo,27.0,Male,16.0,Monthly,6.0,88.0,543.0,Moderate,1
STUDENT-001618,Skopje,30.0,Male,33.0,Monthly,5.0,83.0,,Moderate,1
STUDENT-001619,Stip,25.0,Male,38.0,Monthly,,49.0,462.0,Moderate,1
STUDENT-001620,Ohrid,33.0,,,Monthly,,84.0,472.0,Moderate,1
STUDENT-001621,Skopje,26.0,Female,36.0,Annually,12.0,86.0,1013.0,Moderate,1
STUDENT-001622,Stip,28.0,Male,5.0,Quarterly,8.0,58.0,485.0,Moderate,1
STUDENT-001623,Skopje,20.0,Female,6.0,Monthly,9.0,60.0,482.0,Moderate,1
STUDENT-001624,Tetovo,37.0,Male,17.0,Monthly,,,495.0,High,1
STUDENT-001625,Stip,27.0,Female,16.0,Monthly,1.0,,30.0,Moderate,0
STUDENT-001626,Tetovo,29.0,Female,1.0,Monthly,9.0,51.0,524.0,Moderate,1
STUDENT-001627,Tetovo,18.0,Male,27.0,Quarterly,5.0,79.0,352.0,Moderate,1
STUDENT-001628,,20.0,Male,28.0,Monthly,7.0,,,Moderate,1
STUDENT-001629,Bitola,32.0,Female,32.0,Annually,4.0,51.0,283.0,Moderate,0
STUDENT-001630,Tetovo,26.0,Male,14.0,Quarterly,9.0,46.0,376.0,Very High,1
STUDENT-001631,Stip,18.0,Female,19.0,Quarterly,5.0,48.0,,,0
STUDENT-001632,Skopje,31.0,Male,19.0,Annually,,57.0,564.0,Moderate,1
STUDENT-001633,Stip,21.0,Female,40.0,Quarterly,6.0,,,High,0
STUDENT-001634,Prilep,33.0,Male,1.0,Annually,,,,,0
STUDENT-001635,Tetovo,24.0,Male,8.0,Annually,4.0,73.0,246.0,,0
STUDENT-001636,Bitola,26.0,Male,20.0,Monthly,,62.0,148.0,Moderate,0
STUDENT-001637,Tetovo,32.0,Male,6.0,Monthly,11.0,62.0,722.0,Moderate,1
STUDENT-001638,Bitola,19.0,Male,16.0,Monthly,0.0,75.0,78.0,High,1
STUDENT-001639,Ohrid,19.0,Female,18.0,Monthly,5.0,72.0,355.0,Moderate,1
STUDENT-001640,Kumanovo,23.0,Male,12.0,Quarterly,7.0,38.0,299.0,Moderate,0
STUDENT-001641,Skopje,29.0,Male,20.0,Monthly,,43.0,396.0,Moderate,0
STUDENT-001642,Prilep,18.0,Male,,Quarterly,8.0,56.0,,Moderate,1
STUDENT-001643,,18.0,Male,,Annually,,65.0,125.0,Moderate,1
STUDENT-001644,Bitola,29.0,,14.0,Monthly,,80.0,,,1
STUDENT-001645,Ohrid,21.0,Female,18.0,Quarterly,2.0,60.0,89.0,High,0
STUDENT-001646,Ohrid,22.0,Male,19.0,Monthly,7.0,85.0,644.0,High,1
STUDENT-001647,Kumanovo,,Female,1.0,Annually,9.0,49.0,425.0,Moderate,1
STUDENT-001648,Stip,,Female,25.0,Quarterly,3.0,,171.0,Moderate,1
STUDENT-001649,,24.0,Female,14.0,Monthly,10.0,55.0,557.0,Moderate,1
STUDENT-001650,Bitola,30.0,,35.0,Quarterly,7.0,47.0,329.0,Moderate,1
STUDENT-001651,Skopje,20.0,Male,27.0,Monthly,14.0,77.0,1084.0,Moderate,1
STUDENT-001652,Skopje,34.0,Male,34.0,Quarterly,8.0,,,Moderate,1
STUDENT-001653,Tetovo,20.0,Female,7.0,Quarterly,3.0,,97.0,Moderate,0
STUDENT-001654,Bitola,20.0,Female,15.0,Monthly,3.0,77.0,222.0,Moderate,1
STUDENT-001655,Bitola,34.0,Male,5.0,Quarterly,,55.0,422.0,Moderate,1
STUDENT-001656,Veles,26.0,Male,11.0,Annually,8.0,76.0,621.0,,1
STUDENT-001657,,21.0,Female,35.0,Annually,5.0,92.0,448.0,Moderate,1
STUDENT-001658,,24.0,Female,37.0,Quarterly,5.0,,369.0,Moderate,1
STUDENT-001659,,33.0,Male,6.0,Quarterly,4.0,,,Moderate,0
STUDENT-001660,Tetovo,33.0,,14.0,Monthly,6.0,96.0,,,1
STUDENT-001661,,20.0,Male,19.0,Annually,3.0,66.0,183.0,,0
STUDENT-001662,Bitola,24.0,Male,27.0,Annually,14.0,59.0,,Moderate,1
STUDENT-001663,Tetovo,25.0,Female,1.0,Monthly,8.0,,489.0,High,1
STUDENT-001664,Tetovo,19.0,Female,1.0,Monthly,4.0,77.0,270.0,Moderate,1
STUDENT-001665,Prilep,24.0,Female,25.0,Monthly,8.0,59.0,,,1
STUDENT-001666,Veles,25.0,Male,1.0,Monthly,11.0,,533.0,Moderate,1
STUDENT-001667,Kumanovo,31.0,Male,14.0,Monthly,9.0,85.0,,Moderate,1
STUDENT-001668,Tetovo,32.0,,21.0,Monthly,,55.0,271.0,Moderate,0
STUDENT-001669,Kumanovo,23.0,Male,24.0,Quarterly,6.0,77.0,477.0,Moderate,1
STUDENT-001670,Veles,23.0,Male,18.0,Monthly,8.0,63.0,511.0,High,1
STUDENT-001671,,28.0,Male,15.0,Monthly,4.0,87.0,341.0,Moderate,0
STUDENT-001672,Ohrid,21.0,,30.0,Monthly,,47.0,63.0,Moderate,0
STUDENT-001673,Veles,28.0,,23.0,Monthly,,,151.0,Moderate,0
STUDENT-001674,Kumanovo,24.0,Male,12.0,Monthly,3.0,72.0,110.0,High,1
STUDENT-001675,Stip,19.0,Female,20.0,Monthly,8.0,43.0,,,0
STUDENT-001676,,19.0,Male,24.0,Annually,4.0,61.0,273.0,Moderate,1
STUDENT-001677,Prilep,33.0,Female,40.0,Quarterly,6.0,83.0,569.0,Moderate,1
STUDENT-001678,Stip,24.0,Female,29.0,Monthly,6.0,33.0,338.0,Moderate,1
STUDENT-001679,,34.0,Female,,Monthly,3.0,,172.0,Moderate,1
STUDENT-001680,Stip,21.0,Male,12.0,Annually,5.0,,338.0,Moderate,1
STUDENT-001681,Skopje,26.0,Male,13.0,Quarterly,2.0,59.0,149.0,Moderate,1
STUDENT-001682,Skopje,,Female,17.0,Annually,5.0,46.0,342.0,,1
STUDENT-001683,Veles,18.0,Female,18.0,Quarterly,,56.0,259.0,High,0
STUDENT-001684,Ohrid,18.0,Male,7.0,Monthly,,47.0,,Moderate,1
STUDENT-001685,,32.0,Male,,Monthly,11.0,61.0,662.0,Moderate,1
STUDENT-001686,Prilep,20.0,Female,,Annually,,55.0,436.0,Moderate,1
STUDENT-001687,,24.0,Male,16.0,Annually,6.0,52.0,367.0,Moderate,1
STUDENT-001688,Stip,21.0,Female,27.0,Monthly,6.0,66.0,,High,1
STUDENT-001689,Skopje,26.0,Male,22.0,Monthly,5.0,83.0,,Moderate,1
STUDENT-001690,Veles,19.0,Male,28.0,Monthly,8.0,64.0,546.0,,1
STUDENT-001691,Stip,23.0,Female,3.0,Annually,10.0,80.0,855.0,Low,1
STUDENT-001692,Kumanovo,27.0,Male,18.0,Monthly,9.0,,691.0,High,1
STUDENT-001693,Prilep,18.0,Female,19.0,Quarterly,10.0,51.0,,Moderate,1
STUDENT-001694,Bitola,20.0,Male,27.0,Monthly,8.0,64.0,571.0,Moderate,1
STUDENT-001695,Kumanovo,22.0,Male,12.0,Monthly,,53.0,,,1
STUDENT-001696,Prilep,18.0,Female,1.0,Quarterly,6.0,37.0,,Moderate,1
STUDENT-001697,Bitola,22.0,Male,7.0,Monthly,,65.0,568.0,Moderate,1
STUDENT-001698,Ohrid,25.0,Male,19.0,Annually,5.0,44.0,271.0,,1
STUDENT-001699,Stip,22.0,Female,20.0,Annually,6.0,67.0,496.0,Moderate,1
STUDENT-001700,,23.0,Female,40.0,Annually,4.0,,,Moderate,1
STUDENT-001701,,,Female,26.0,Monthly,4.0,62.0,267.0,Moderate,0
STUDENT-001702,,21.0,Male,20.0,Quarterly,,36.0,,High,0
STUDENT-001703,,29.0,Male,,Quarterly,9.0,70.0,696.0,Moderate,1
STUDENT-001704,Stip,33.0,Female,33.0,Quarterly,11.0,54.0,,Moderate,1
STUDENT-001705,Veles,22.0,Male,12.0,Quarterly,3.0,52.0,237.0,High,0
STUDENT-001706,Stip,27.0,Male,18.0,Quarterly,5.0,,323.0,,0
STUDENT-001707,,23.0,Female,6.0,Monthly,5.0,55.0,332.0,,1
STUDENT-001708,Bitola,27.0,,37.0,Monthly,4.0,61.0,,High,1
STUDENT-001709,,34.0,Male,24.0,Monthly,8.0,57.0,416.0,Low,0
STUDENT-001710,Ohrid,,Male,,Monthly,8.0,,,Moderate,1
STUDENT-001711,Prilep,,Male,18.0,Monthly,,75.0,552.0,Moderate,1
STUDENT-001712,Stip,27.0,,26.0,Monthly,2.0,72.0,42.0,Moderate,0
STUDENT-001713,,32.0,Female,16.0,Annually,,52.0,347.0,Moderate,1
STUDENT-001714,,23.0,Male,13.0,Monthly,6.0,,421.0,Moderate,1
STUDENT-001715,Stip,30.0,Male,12.0,Monthly,,,175.0,Moderate,0
STUDENT-001716,Kumanovo,20.0,Female,24.0,Annually,5.0,48.0,261.0,Moderate,1
STUDENT-001717,Prilep,18.0,Male,15.0,Annually,4.0,58.0,228.0,High,1
STUDENT-001718,Prilep,25.0,Female,,Annually,,75.0,,Moderate,1
STUDENT-001719,Tetovo,18.0,Female,3.0,Monthly,6.0,42.0,,Moderate,0
STUDENT-001720,Skopje,23.0,,20.0,Annually,2.0,73.0,,Moderate,0
STUDENT-001721,Kumanovo,32.0,Male,17.0,Quarterly,,59.0,,Moderate,1
STUDENT-001722,Kumanovo,18.0,Female,16.0,Annually,,53.0,,,0
STUDENT-001723,Kumanovo,18.0,Male,22.0,Annually,6.0,76.0,402.0,High,1
STUDENT-001724,,18.0,Female,28.0,Monthly,5.0,47.0,246.0,Moderate,1
STUDENT-001725,,24.0,Female,28.0,Annually,3.0,,273.0,Moderate,0
STUDENT-001726,Stip,,,26.0,Monthly,6.0,,381.0,Moderate,0
STUDENT-001727,Tetovo,33.0,Female,17.0,Monthly,,,325.0,High,1
STUDENT-001728,,30.0,Female,13.0,Annually,9.0,83.0,710.0,Low,1
STUDENT-001729,Skopje,27.0,,7.0,Monthly,4.0,62.0,,Moderate,1
STUDENT-001730,Veles,25.0,Male,12.0,Monthly,4.0,,406.0,,1
STUDENT-001731,Stip,27.0,Female,20.0,Quarterly,9.0,,168.0,High,1
STUDENT-001732,Kumanovo,19.0,Female,10.0,Quarterly,6.0,53.0,360.0,Moderate,1
STUDENT-001733,Veles,30.0,Male,21.0,Annually,6.0,65.0,,,1
STUDENT-001734,Veles,18.0,Female,,Annually,4.0,76.0,338.0,Moderate,1
STUDENT-001735,Veles,30.0,Female,1.0,Quarterly,4.0,71.0,402.0,Moderate,1
STUDENT-001736,,32.0,Male,29.0,Monthly,6.0,70.0,476.0,Moderate,1
STUDENT-001737,Skopje,26.0,Male,14.0,Monthly,8.0,75.0,623.0,High,1
STUDENT-001738,Skopje,23.0,Male,9.0,Annually,9.0,67.0,,Moderate,1
STUDENT-001739,Bitola,27.0,Male,6.0,Monthly,7.0,30.0,234.0,Moderate,1
STUDENT-001740,Prilep,18.0,Male,25.0,Quarterly,13.0,81.0,1093.0,High,1
STUDENT-001741,Kumanovo,26.0,Male,36.0,Monthly,,47.0,,Moderate,1
STUDENT-001742,Prilep,,Male,15.0,Quarterly,2.0,64.0,83.0,Moderate,0
STUDENT-001743,Skopje,24.0,Male,17.0,Monthly,4.0,62.0,175.0,Moderate,0
STUDENT-001744,Bitola,29.0,Female,32.0,Monthly,11.0,60.0,,Moderate,1
STUDENT-001745,Stip,24.0,,1.0,Quarterly,,43.0,,Moderate,0
STUDENT-001746,Stip,18.0,Female,43.0,Quarterly,5.0,,121.0,Moderate,0
STUDENT-001747,Prilep,24.0,Female,49.0,Monthly,6.0,44.0,118.0,Moderate,0
STUDENT-001748,Veles,25.0,Female,1.0,Quarterly,3.0,,265.0,Moderate,0
STUDENT-001749,Kumanovo,25.0,Female,18.0,Monthly,6.0,38.0,297.0,Moderate,1
STUDENT-001750,Stip,25.0,Female,11.0,Monthly,,46.0,372.0,,1
STUDENT-001751,Stip,31.0,,16.0,Monthly,11.0,66.0,835.0,Moderate,1
STUDENT-001752,Kumanovo,18.0,Female,14.0,Quarterly,6.0,44.0,344.0,High,1
STUDENT-001753,Prilep,26.0,Male,29.0,Annually,5.0,51.0,,,1
STUDENT-001754,Kumanovo,32.0,Female,18.0,Quarterly,3.0,61.0,176.0,High,0
STUDENT-001755,Ohrid,18.0,Female,9.0,Annually,8.0,,491.0,,1
STUDENT-001756,Ohrid,26.0,Male,17.0,Quarterly,8.0,44.0,385.0,Moderate,1
STUDENT-001757,Tetovo,21.0,,26.0,Annually,8.0,62.0,487.0,Moderate,1
STUDENT-001758,Tetovo,22.0,Female,5.0,Annually,7.0,65.0,,Low,1
STUDENT-001759,Tetovo,19.0,Male,1.0,Monthly,6.0,40.0,277.0,,1
STUDENT-001760,Prilep,23.0,Male,43.0,Monthly,9.0,63.0,553.0,High,1
STUDENT-001761,Prilep,36.0,Male,,Monthly,,49.0,,Very High,1
STUDENT-001762,Skopje,18.0,Male,18.0,Quarterly,9.0,,535.0,Moderate,1
STUDENT-001763,Tetovo,18.0,,15.0,Quarterly,13.0,70.0,911.0,Moderate,1
STUDENT-001764,Tetovo,18.0,Female,26.0,Monthly,9.0,57.0,454.0,,1
STUDENT-001765,Stip,35.0,Male,41.0,Annually,3.0,73.0,202.0,High,1
STUDENT-001766,Tetovo,22.0,Male,26.0,Annually,3.0,71.0,342.0,Moderate,1
STUDENT-001767,Prilep,24.0,Male,1.0,Monthly,4.0,73.0,237.0,Very High,0
STUDENT-001768,Skopje,22.0,Male,3.0,Monthly,5.0,66.0,356.0,Moderate,0
STUDENT-001769,Bitola,19.0,Female,15.0,Monthly,,76.0,352.0,Moderate,0
STUDENT-001770,Ohrid,23.0,Female,16.0,Monthly,9.0,65.0,452.0,Moderate,1
STUDENT-001771,Prilep,39.0,Male,1.0,Monthly,,34.0,305.0,High,0
STUDENT-001772,Ohrid,33.0,Female,29.0,Quarterly,7.0,48.0,302.0,,0
STUDENT-001773,,19.0,Male,6.0,Monthly,4.0,,243.0,Moderate,0
STUDENT-001774,Veles,28.0,Female,37.0,Quarterly,8.0,58.0,523.0,Moderate,1
STUDENT-001775,,20.0,Female,41.0,Monthly,8.0,65.0,,,1
STUDENT-001776,,18.0,Female,17.0,Monthly,5.0,47.0,254.0,High,1
STUDENT-001777,Bitola,31.0,Female,25.0,Monthly,5.0,90.0,397.0,Moderate,1
STUDENT-001778,Ohrid,31.0,Female,5.0,Quarterly,7.0,,448.0,High,1
STUDENT-001779,Kumanovo,31.0,Male,27.0,Quarterly,5.0,59.0,283.0,Moderate,1
STUDENT-001780,Skopje,,Male,14.0,Annually,7.0,49.0,223.0,Moderate,1
STUDENT-001781,Ohrid,23.0,Male,6.0,Monthly,7.0,44.0,,Low,0
STUDENT-001782,Skopje,29.0,Female,16.0,Annually,4.0,58.0,299.0,Moderate,1
STUDENT-001783,Stip,27.0,Female,14.0,Monthly,8.0,60.0,,,1
STUDENT-001784,Kumanovo,22.0,Female,16.0,Monthly,6.0,58.0,478.0,Moderate,1
STUDENT-001785,Bitola,18.0,Female,31.0,Annually,4.0,84.0,382.0,,1
STUDENT-001786,Bitola,25.0,Male,10.0,Quarterly,10.0,58.0,610.0,Moderate,1
STUDENT-001787,Skopje,31.0,,40.0,Monthly,7.0,58.0,471.0,Moderate,1
STUDENT-001788,Prilep,18.0,Female,4.0,Quarterly,6.0,72.0,378.0,High,0
STUDENT-001789,Veles,28.0,Male,39.0,Quarterly,9.0,,412.0,Moderate,1
STUDENT-001790,,26.0,,7.0,Annually,7.0,68.0,447.0,,0
STUDENT-001791,Stip,29.0,Male,19.0,Quarterly,3.0,40.0,196.0,Moderate,0
STUDENT-001792,Ohrid,30.0,Male,14.0,Monthly,9.0,40.0,320.0,Moderate,0
STUDENT-001793,Ohrid,20.0,Female,15.0,Quarterly,3.0,61.0,210.0,High,0
STUDENT-001794,Prilep,18.0,Female,29.0,Monthly,1.0,56.0,90.0,High,0
STUDENT-001795,Bitola,21.0,,37.0,Monthly,10.0,47.0,484.0,Moderate,1
STUDENT-001796,Stip,30.0,Male,34.0,Quarterly,9.0,61.0,472.0,High,0
STUDENT-001797,Bitola,21.0,Female,15.0,Annually,9.0,63.0,,,1
STUDENT-001798,Prilep,20.0,Female,22.0,Monthly,2.0,49.0,72.0,High,0
STUDENT-001799,Tetovo,18.0,Male,10.0,Annually,9.0,52.0,570.0,Moderate,1
STUDENT-001800,Skopje,35.0,Female,8.0,Quarterly,11.0,63.0,761.0,Moderate,1
STUDENT-001801,Prilep,29.0,Male,6.0,Annually,7.0,44.0,,,1
STUDENT-001802,Prilep,29.0,Male,14.0,Monthly,,,405.0,Moderate,1
STUDENT-001803,Ohrid,,Male,22.0,Monthly,6.0,68.0,428.0,Moderate,0
STUDENT-001804,Bitola,28.0,Male,1.0,Monthly,4.0,59.0,135.0,High,0
STUDENT-001805,Skopje,23.0,Female,19.0,Monthly,1.0,52.0,47.0,Moderate,1
STUDENT-001806,Skopje,24.0,Male,38.0,Monthly,5.0,46.0,328.0,,1
STUDENT-001807,Prilep,22.0,Male,33.0,Monthly,12.0,44.0,478.0,Moderate,1
STUDENT-001808,Skopje,40.0,Male,12.0,Monthly,5.0,58.0,285.0,Moderate,1
STUDENT-001809,Stip,28.0,Male,3.0,Monthly,9.0,90.0,728.0,Moderate,1
STUDENT-001810,Bitola,22.0,Male,25.0,Annually,6.0,68.0,335.0,,1
STUDENT-001811,Kumanovo,27.0,Male,,Annually,9.0,40.0,309.0,Moderate,0
STUDENT-001812,,18.0,Female,33.0,Monthly,,,,High,1
STUDENT-001813,Prilep,34.0,Male,17.0,Monthly,,48.0,298.0,Moderate,1
STUDENT-001814,Stip,21.0,Female,41.0,Monthly,6.0,59.0,458.0,,1
STUDENT-001815,Skopje,28.0,,1.0,Monthly,3.0,51.0,,Moderate,1
STUDENT-001816,,31.0,Female,31.0,Annually,5.0,90.0,,Moderate,1
STUDENT-001817,Ohrid,27.0,,18.0,Monthly,8.0,,401.0,High,1
STUDENT-001818,Bitola,25.0,Male,16.0,Monthly,2.0,,61.0,Moderate,0
STUDENT-001819,Ohrid,25.0,Male,3.0,Monthly,7.0,,293.0,Moderate,0
STUDENT-001820,,24.0,Female,27.0,Quarterly,2.0,71.0,187.0,High,1
STUDENT-001821,Veles,21.0,Male,28.0,Quarterly,9.0,64.0,,Moderate,1
STUDENT-001822,Ohrid,22.0,Female,41.0,Monthly,5.0,78.0,431.0,Moderate,1
STUDENT-001823,Stip,33.0,Male,32.0,Monthly,7.0,70.0,590.0,Moderate,1
STUDENT-001824,Veles,24.0,Male,12.0,Monthly,2.0,49.0,10.0,,0
STUDENT-001825,Stip,,,7.0,Quarterly,5.0,103.0,493.0,Moderate,1
STUDENT-001826,Skopje,21.0,Female,3.0,Monthly,5.0,68.0,,High,1
STUDENT-001827,Stip,31.0,Male,37.0,Annually,3.0,51.0,121.0,Moderate,1
STUDENT-001828,Tetovo,29.0,Female,10.0,Quarterly,,63.0,215.0,Moderate,1
STUDENT-001829,Stip,28.0,Female,37.0,Monthly,3.0,69.0,177.0,High,0
STUDENT-001830,Ohrid,23.0,Male,26.0,Quarterly,2.0,68.0,135.0,Moderate,1
STUDENT-001831,Stip,28.0,Male,23.0,Monthly,7.0,67.0,478.0,Low,1
STUDENT-001832,Tetovo,21.0,Male,16.0,Monthly,4.0,74.0,353.0,High,0
STUDENT-001833,Skopje,23.0,Male,27.0,Monthly,,,,Moderate,1
STUDENT-001834,Prilep,,Female,19.0,Quarterly,5.0,,302.0,,0
STUDENT-001835,Bitola,30.0,Male,15.0,Quarterly,5.0,91.0,419.0,Moderate,0
STUDENT-001836,Stip,19.0,Male,28.0,Annually,9.0,89.0,,High,1
STUDENT-001837,,,Female,,Monthly,6.0,72.0,,Moderate,1
STUDENT-001838,Bitola,25.0,Female,,Monthly,7.0,,447.0,Moderate,0
